"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.0204669205363671,0,0.357938605420554,0.614851730510817,0,0.449466398049539,0,0,0,0.233295634276603,0.0984138010931973,0,0,0.402943874618516,0,0,0,0,0,0.10247979943956
0.0205224615152757,0,0.357781000220596,0.62216930817779,0,0.44963956753962,0,0,0,0.234802422873339,0.094934668395687,0,0,0.398876868280334,0,0,0,0,0,0.102405295768575
0.0201042285696346,0,0.360361745300305,0.621131629243867,0,0.462907992550177,0,0,0,0.237331658575403,0.0998105517317302,0,0,0.406355587911965,0,0,0,0,0,0.101213237032818
0.020601676287663,0,0.360232874254785,0.614811843040601,0,0.452571611145333,0,0,0,0.237130618637531,0.0954009970983668,0,0,0.401731062609347,0,0,0,0,0,0.0979350755094883
0.0207031590354502,0,0.359239524499256,0.614024082067923,0,0.452785328087495,0,0,0,0.235392463420504,0.0953764625862615,0,0,0.406587250953943,0,0,0,0,0,0.0983448456999046
0.0203252683195037,0,0.359708576908962,0.617100302152298,0,0.448446890056732,0,0,0,0.237692289100819,0.095415522410642,0,0,0.40100347416365,0,0,0,0,0,0.100039804214808
0.0208683122851741,0,0.362610145963317,0.614095280073995,0,0.455274315407528,0,0,0,0.233685198770097,0.0963901073540275,0,0,0.399594859939724,0,0,0,0,0,0.0998349191196001
0.0200688799952143,0,0.358644666329101,0.613868619629486,0,0.45464475198427,0,0,0,0.235940390933698,0.0955782393588493,0,0,0.403547892350647,0,0,0,0,0,0.0986614863015898
0.0207833252129842,0,0.362588219406018,0.617187681530888,0,0.450602268079717,0,0,0,0.234209233816844,0.0984100351429465,0,0,0.398565396034538,0,0,0,0,0,0.0989222491500366
0.0203444880292044,0,0.361273736003356,0.619971058966826,0,0.457100488166414,0,0,0,0.237527823342151,0.0964936696815131,0,0,0.399696063156703,0,0,0,0,0,0.101772014565204
